pool_depth,delta_s_frac,user_regime,arb_mode,breach_prob,capital_required,total_cost,expected_profit,net_profit,roi_percent,economically_viable,profit_breakdown
1000000,0.1,Panic,Fast,0.1101914429565343,9000.0,9090.0,6137.6633726789605,-2952.3366273210395,-32.8037403035671,False,"{'flash_arbitrage': 771.34010069574, 'options_profit': 2754.7860739133575, 'leveraged_short': 826.4358221740072, 'cross_platform_arb': 661.1486577392058, 'mev_extraction': 22.03828859130686, 'lp_manipulation': 1101.914429565343}"
1000000,0.1,Panic,Moderate,0.3880705021052545,9000.0,9090.0,21615.526967262675,12525.526967262675,139.17252185847414,True,"{'flash_arbitrage': 2716.4935147367814, 'options_profit': 9701.762552631362, 'leveraged_short': 2910.5287657894087, 'cross_platform_arb': 2328.423012631527, 'mev_extraction': 77.6141004210509, 'lp_manipulation': 3880.705021052545}"
1000000,0.1,Panic,Slow,0.4337500381145048,9000.0,9090.0,24159.877122977916,15069.877122977916,167.44307914419906,True,"{'flash_arbitrage': 3036.2502668015336, 'options_profit': 10843.75095286262, 'leveraged_short': 3253.125285858786, 'cross_platform_arb': 2602.500228687029, 'mev_extraction': 86.75000762290097, 'lp_manipulation': 4337.500381145048}"
5000000,0.005,Normal,Fast,0.0,2250.0,2272.5,0.0,-2272.5,-101.0,False,{}
5000000,0.005,Normal,Moderate,0.0,2250.0,2272.5,0.0,-2272.5,-101.0,False,{}
5000000,0.005,Normal,Slow,0.0134871875481701,2250.0,2272.5,1212.8353402691962,-1059.6646597308038,-47.09620709914684,False,"{'flash_arbitrage': 23.602578209297675, 'options_profit': 84.29492217606312, 'leveraged_short': 25.28847665281894, 'cross_platform_arb': 404.61562644510303, 'mev_extraction': 0.674359377408505, 'lp_manipulation': 674.359377408505}"
5000000,0.005,Panic,Fast,0.0,2250.0,2272.5,0.0,-2272.5,-101.0,False,{}
5000000,0.005,Panic,Moderate,0.0492717969058852,2250.0,2272.5,4430.766336761727,2158.266336761727,95.9229483005212,True,"{'flash_arbitrage': 86.2256445852991, 'options_profit': 307.9487306617825, 'leveraged_short': 92.38461919853475, 'cross_platform_arb': 1478.153907176556, 'mev_extraction': 2.46358984529426, 'lp_manipulation': 2463.58984529426}"
5000000,0.005,Panic,Slow,0.0763450821904124,2250.0,2272.5,6865.331515972835,4592.831515972835,204.12584515434827,True,"{'flash_arbitrage': 133.60389383322172, 'options_profit': 477.1567636900775, 'leveraged_short': 143.14702910702326, 'cross_platform_arb': 2290.352465712372, 'mev_extraction': 3.8172541095206203, 'lp_manipulation': 3817.25410952062}"
5000000,0.01,Normal,Fast,0.0,4500.0,4545.0,0.0,-4545.0,-101.0,False,{}
5000000,0.01,Normal,Moderate,0.0365114406421929,4500.0,4545.0,3645.667348122961,-899.3326518770391,-19.98517004171198,False,"{'flash_arbitrage': 127.79004224767516, 'options_profit': 456.39300802741127, 'leveraged_short': 136.91790240822337, 'cross_platform_arb': 1095.343219265787, 'mev_extraction': 3.6511440642192903, 'lp_manipulation': 1825.572032109645}"
5000000,0.01,Normal,Slow,0.0,4500.0,4545.0,0.0,-4545.0,-101.0,False,{}
5000000,0.01,Panic,Fast,0.1715696502833242,4500.0,4545.0,17131.22958078992,12586.22958078992,279.69399068422047,True,"{'flash_arbitrage': 600.4937759916346, 'options_profit': 2144.6206285415524, 'leveraged_short': 643.3861885624657, 'cross_platform_arb': 5147.0895084997255, 'mev_extraction': 17.15696502833242, 'lp_manipulation': 8578.48251416621}"
5000000,0.01,Panic,Moderate,0.0,4500.0,4545.0,0.0,-4545.0,-101.0,False,{}
5000000,0.01,Panic,Slow,0.0927501737589628,4500.0,4545.0,9261.104849832434,4716.104849832434,104.80232999627633,True,"{'flash_arbitrage': 324.6256081563698, 'options_profit': 1159.377171987035, 'leveraged_short': 347.8131515961105, 'cross_platform_arb': 2782.505212768884, 'mev_extraction': 9.27501737589628, 'lp_manipulation': 4637.50868794814}"
5000000,0.025,Normal,Fast,0.1563663687684922,11250.0,11362.5,20268.9905516158,8906.4905516158,79.16880490325156,True,"{'flash_arbitrage': 1368.2057267243067, 'options_profit': 4886.449024015381, 'leveraged_short': 1465.9347072046144, 'cross_platform_arb': 4690.991063054766, 'mev_extraction': 39.091592192123045, 'lp_manipulation': 7818.31843842461}"
5000000,0.025,Normal,Moderate,0.0884437669640262,11250.0,11362.5,11464.523292711896,102.02329271189592,0.9068737129946304,True,"{'flash_arbitrage': 773.8829609352292, 'options_profit': 2763.867717625819, 'leveraged_short': 829.1603152877456, 'cross_platform_arb': 2653.313008920786, 'mev_extraction': 22.11094174100655, 'lp_manipulation': 4422.18834820131}"
5000000,0.025,Normal,Slow,0.0,11250.0,11362.5,0.0,-11362.5,-101.0,False,{}
5000000,0.025,Panic,Fast,0.0834010667389048,11250.0,11362.5,10810.863276030534,-551.6367239694664,-4.903437546395257,False,"{'flash_arbitrage': 729.759333965417, 'options_profit': 2606.2833355907746, 'leveraged_short': 781.8850006772325, 'cross_platform_arb': 2502.0320021671437, 'mev_extraction': 20.850266684726197, 'lp_manipulation': 4170.05333694524}"
5000000,0.025,Panic,Moderate,0.0356642703033118,11250.0,11362.5,4622.981038066791,-6739.518961933209,-59.906835217184074,False,"{'flash_arbitrage': 312.06236515397825, 'options_profit': 1114.5084469784936, 'leveraged_short': 334.3525340935481, 'cross_platform_arb': 1069.9281090993538, 'mev_extraction': 8.916067575827949, 'lp_manipulation': 1783.2135151655898}"
5000000,0.025,Panic,Slow,0.181710190473246,11250.0,11362.5,23554.18344009451,12191.683440094512,108.37051946750678,True,"{'flash_arbitrage': 1589.9641666409025, 'options_profit': 5678.443452288937, 'leveraged_short': 1703.5330356866812, 'cross_platform_arb': 5451.3057141973795, 'mev_extraction': 45.4275476183115, 'lp_manipulation': 9085.5095236623}"
5000000,0.05,Normal,Fast,0.0,22500.0,22725.0,0.0,-22725.0,-101.0,False,{}
5000000,0.05,Normal,Moderate,0.0,22500.0,22725.0,0.0,-22725.0,-101.0,False,{}
5000000,0.05,Normal,Slow,0.2122429064964968,22500.0,22725.0,38044.54098949705,15319.54098949705,68.08684884220911,True,"{'flash_arbitrage': 3714.250863688694, 'options_profit': 13265.181656031049, 'leveraged_short': 3979.554496809315, 'cross_platform_arb': 6367.287194894904, 'mev_extraction': 106.1214532482484, 'lp_manipulation': 10612.14532482484}"
5000000,0.05,Panic,Fast,0.0668127100815821,22500.0,22725.0,11976.178282123592,-10748.821717876408,-47.77254096833959,False,"{'flash_arbitrage': 1169.2224264276867, 'options_profit': 4175.794380098881, 'leveraged_short': 1252.7383140296645, 'cross_platform_arb': 2004.381302447463, 'mev_extraction': 33.40635504079105, 'lp_manipulation': 3340.635504079105}"
5000000,0.05,Panic,Moderate,0.2129006559438476,22500.0,22725.0,38162.442577934686,15437.442577934686,68.61085590193193,True,"{'flash_arbitrage': 3725.761479017333, 'options_profit': 13306.290996490476, 'leveraged_short': 3991.8872989471424, 'cross_platform_arb': 6387.019678315428, 'mev_extraction': 106.4503279719238, 'lp_manipulation': 10645.03279719238}"
5000000,0.05,Panic,Slow,0.2221704309014569,22500.0,22725.0,39824.04973908615,17099.04973908615,75.99577661816066,True,"{'flash_arbitrage': 3887.982540775496, 'options_profit': 13885.651931341057, 'leveraged_short': 4165.695579402317, 'cross_platform_arb': 6665.112927043708, 'mev_extraction': 111.08521545072846, 'lp_manipulation': 11108.521545072845}"
5000000,0.1,Normal,Fast,0.2326566266295411,45000.0,45450.0,64794.870516327195,19344.870516327195,42.988601147393766,True,"{'flash_arbitrage': 8142.981932033938, 'options_profit': 29082.078328692638, 'leveraged_short': 8724.62349860779, 'cross_platform_arb': 6979.698798886233, 'mev_extraction': 232.65662662954108, 'lp_manipulation': 11632.831331477055}"
5000000,0.1,Normal,Moderate,0.2203473896010636,45000.0,45450.0,61366.74800389621,15916.74800389621,35.37055111976935,True,"{'flash_arbitrage': 7712.158636037226, 'options_profit': 27543.42370013295, 'leveraged_short': 8263.027110039884, 'cross_platform_arb': 6610.421688031908, 'mev_extraction': 220.34738960106358, 'lp_manipulation': 11017.36948005318}"
5000000,0.1,Normal,Slow,0.1203994318418977,45000.0,45450.0,33531.24176796851,-11918.75823203149,-26.486129404514426,False,"{'flash_arbitrage': 4213.98011446642, 'options_profit': 15049.928980237213, 'leveraged_short': 4514.978694071164, 'cross_platform_arb': 3611.9829552569313, 'mev_extraction': 120.39943184189771, 'lp_manipulation': 6019.971592094886}"
5000000,0.1,Panic,Fast,0.2755899350180601,45000.0,45450.0,76751.79690252974,31301.796902529735,69.5595486722883,True,"{'flash_arbitrage': 9645.647725632105, 'options_profit': 34448.74187725751, 'leveraged_short': 10334.622563177254, 'cross_platform_arb': 8267.698050541803, 'mev_extraction': 275.5899350180601, 'lp_manipulation': 13779.496750903007}"
5000000,0.1,Panic,Moderate,0.3794948948104654,45000.0,45450.0,105689.3282047146,60239.328204714606,133.86517378825468,True,"{'flash_arbitrage': 13282.321318366288, 'options_profit': 47436.861851308175, 'leveraged_short': 14231.058555392452, 'cross_platform_arb': 11384.84684431396, 'mev_extraction': 379.4948948104654, 'lp_manipulation': 18974.74474052327}"
5000000,0.1,Panic,Slow,0.2271699101901313,45000.0,45450.0,63266.81998795157,17816.819987951567,39.59293330655903,True,"{'flash_arbitrage': 7950.946856654596, 'options_profit': 28396.238773766414, 'leveraged_short': 8518.871632129923, 'cross_platform_arb': 6815.097305703939, 'mev_extraction': 227.1699101901313, 'lp_manipulation': 11358.495509506565}"
10000000,0.005,Normal,Fast,0.003399933274171,4500.0,4545.0,611.4779993596544,-3933.5220006403456,-87.4116000142299,False,"{'flash_arbitrage': 11.899766459598501, 'options_profit': 42.499165927137504, 'leveraged_short': 12.74974977814125, 'cross_platform_arb': 203.99599645026, 'mev_extraction': 0.33999332741710003, 'lp_manipulation': 339.99332741710003}"
10000000,0.005,Normal,Moderate,0.0,4500.0,4545.0,0.0,-4545.0,-101.0,False,{}
10000000,0.005,Normal,Slow,0.0,4500.0,4545.0,0.0,-4545.0,-101.0,False,{}
10000000,0.005,Panic,Fast,0.0174321127499948,4500.0,4545.0,3135.1654780865647,-1409.8345219134353,-31.32965604252079,False,"{'flash_arbitrage': 61.012394624981795, 'options_profit': 217.90140937493499, 'leveraged_short': 65.3704228124805, 'cross_platform_arb': 1045.926764999688, 'mev_extraction': 1.74321127499948, 'lp_manipulation': 1743.2112749994799}"
10000000,0.005,Panic,Moderate,0.1230814638672222,4500.0,4545.0,22136.20127651991,17591.20127651991,390.9155839226647,True,"{'flash_arbitrage': 430.7851235352777, 'options_profit': 1538.5182983402774, 'leveraged_short': 461.5554895020832, 'cross_platform_arb': 7384.8878320333315, 'mev_extraction': 12.30814638672222, 'lp_manipulation': 12308.14638672222}"
10000000,0.005,Panic,Slow,0.0642064208635202,4500.0,4545.0,11547.524792304108,7002.524792304108,155.61166205120242,True,"{'flash_arbitrage': 224.7224730223207, 'options_profit': 802.5802607940025, 'leveraged_short': 240.77407823820076, 'cross_platform_arb': 3852.385251811212, 'mev_extraction': 6.42064208635202, 'lp_manipulation': 6420.64208635202}"
10000000,0.01,Normal,Fast,0.1440155629486584,9000.0,9090.0,28759.90792084708,19669.90792084708,218.55453245385644,True,"{'flash_arbitrage': 1008.1089406406087, 'options_profit': 3600.3890737164597, 'leveraged_short': 1080.1167221149378, 'cross_platform_arb': 8640.933776919503, 'mev_extraction': 28.80311258973168, 'lp_manipulation': 14401.556294865839}"
